id,provider,title,start_date,end_date,startyear,endyear,type,tags,asset_url,thumbnail_url
NASA/GRACE/MASS_GRIDS_V04/OCEAN,NASA Jet Propulsion Laboratory,GRACE Monthly Mass Grids Release 06 Version 04 - Ocean,2002-04-04,2017-10-25,2002,2017,image_collection,"crs, gfz, grace, gravity, jpl, mass, nasa, ocean, oceans, tellus, water",https://developers.google.com/earth-engine/datasets/catalog/NASA_GRACE_MASS_GRIDS_V04_OCEAN,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GRACE_MASS_GRIDS_V04_OCEAN_sample.png
NASA/GSFC/MERRA/aer/2,NASA/MERRA,MERRA-2 M2T1NXAER: Aerosol Diagnostics V5.12.4,1980-01-01,2025-11-01,1980,2025,image_collection,"aerosol, atmosphere, carbon, dust, mass, merra, nasa, sea-salt, so2, so4",https://developers.google.com/earth-engine/datasets/catalog/NASA_GSFC_MERRA_aer_2,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GSFC_MERRA_aer_2_sample.png
NASA/GSFC/MERRA/aer_nv/2,NASA/MERRA,MERRA-2 M2I3NVAER: Aerosol Mixing Ratio V5.12.4,1980-01-01,2025-11-01,1980,2025,image_collection,"aerosol, atmosphere, dust, mass, merra, nasa, sea-salt, so2, so4",https://developers.google.com/earth-engine/datasets/catalog/NASA_GSFC_MERRA_aer_nv_2,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GSFC_MERRA_aer_nv_2_sample.png
NASA/GSFC/MERRA/flx/2,NASA/MERRA,MERRA-2 M2T1NXFLX: Surface Flux Diagnostics V5.12.4,1980-01-01,2025-11-01,1980,2025,image_collection,"climate, merra, precipitation, sea-salt, so2, so4, soil-moisture",https://developers.google.com/earth-engine/datasets/catalog/NASA_GSFC_MERRA_flx_2,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GSFC_MERRA_flx_2_sample.png
NASA/GSFC/MERRA/lnd/2,NASA/MERRA,MERRA-2 M2T1NXLND: Land Surface Diagnostics V5.12.4,1980-01-01,2025-11-01,1980,2025,image_collection,"climate, cryosphere, evaporation, ice, merra, precipitation, soil, temperature, water-vapor",https://developers.google.com/earth-engine/datasets/catalog/NASA_GSFC_MERRA_lnd_2,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GSFC_MERRA_lnd_2_sample.png
NASA/GSFC/MERRA/rad/2,NASA/MERRA,MERRA-2 M2T1NXRAD: Radiation Diagnostics V5.12.4,1980-01-01,2025-11-01,1980,2025,image_collection,"albedo, atmosphere, climate, emissivity, merra, shortwave, temperature",https://developers.google.com/earth-engine/datasets/catalog/NASA_GSFC_MERRA_rad_2,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GSFC_MERRA_rad_2_sample.png
NASA/GSFC/MERRA/slv/2,NASA/MERRA,MERRA-2 M2T1NXSLV: Single-Level Diagnostics V5.12.4,1980-01-01,2025-11-01,1980,2025,image_collection,"atmosphere, climate, condensation, humidity, merra, nasa, omega, pressure, slv, temperature, vapor, water, water-vapor, wind",https://developers.google.com/earth-engine/datasets/catalog/NASA_GSFC_MERRA_slv_2,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_GSFC_MERRA_slv_2_sample.png
NASA/HLS/HLSL30/v002,NASA LP DAAC,HLSL30: HLS-2 Landsat Operational Land Imager Surface Reflectance and TOA Brightness Daily Global 30m,2013-04-11,2025-12-12,2013,2025,image_collection,"landsat, nasa, satellite-imagery, sentinel, usgs",https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSL30_v002,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_HLS_HLSL30_v002_sample.png
NASA/HLS/HLSS30/v002,NASA LP DAAC,HLSS30: HLS Sentinel-2 Multi-spectral Instrument Surface Reflectance Daily Global 30m,2015-11-28,2025-12-12,2015,2025,image_collection,"landsat, nasa, satellite-imagery, sentinel, usgs",https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_HLS_HLSS30_v002_sample.png
NASA/JPL/global_forest_canopy_height_2005,NASA/JPL,"Global Forest Canopy Height, 2005",2005-05-20,2005-06-23,2005,2005,image,"canopy, forest, forest-biomass, geophysical, glas, jpl, nasa",https://developers.google.com/earth-engine/datasets/catalog/NASA_JPL_global_forest_canopy_height_2005,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_JPL_global_forest_canopy_height_2005_sample.png
NASA/LANCE/NOAA20_VIIRS/C2,NASA / LANCE / NOAA20_VIIRS,VJ114IMGTDL_NRT Daily Raster: VIIRS (NOAA-20) Band 375m Active Fire,2023-10-08,2025-12-18,2023,2025,image_collection,"eosdis, fire, firms, geophysical, hotspot, lance, modis, nasa, thermal, viirs",https://developers.google.com/earth-engine/datasets/catalog/NASA_LANCE_NOAA20_VIIRS_C2,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_LANCE_NOAA20_VIIRS_C2_sample.png
NASA/LANCE/SNPP_VIIRS/C2,NASA / LANCE / SNPP_VIIRS,VNP14IMGTDL_NRT Daily Raster: VIIRS (S-NPP) Band 375m Active Fire,2023-09-03,2025-12-18,2023,2025,image_collection,"eosdis, fire, firms, geophysical, hotspot, lance, modis, nasa, thermal, viirs",https://developers.google.com/earth-engine/datasets/catalog/NASA_LANCE_SNPP_VIIRS_C2,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_LANCE_SNPP_VIIRS_C2_sample.png
NASA/MEASURES/GFCC/TC/v3,NASA LP DAAC at the USGS EROS Center,Global Forest Cover Change (GFCC) Tree Cover Multi-Year Global 30m,2000-01-01,2015-01-01,2000,2015,image_collection,"forest, forest-biomass, glcf, landsat-derived, nasa, umd",https://developers.google.com/earth-engine/datasets/catalog/NASA_MEASURES_GFCC_TC_v3,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_MEASURES_GFCC_TC_v3_sample.png
NASA/NASADEM_HGT/001,NASA / USGS / JPL-Caltech,NASADEM: NASA 30m Digital Elevation Model,2000-02-11,2000-02-22,2000,2000,image,"dem, elevation, elevation-topography, geophysical, nasa, nasadem, srtm, topography, usgs",https://developers.google.com/earth-engine/datasets/catalog/NASA_NASADEM_HGT_001,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_NASADEM_HGT_001_sample.png
NASA/NEX-DCP30,NASA / Climate Analytics Group,NEX-DCP30: NASA Earth Exchange Downscaled Climate Projections,1950-01-01,2099-12-01,1950,2099,image_collection,"cag, climate, cmip5, geophysical, ipcc, nasa, nex, precipitation, temperature",https://developers.google.com/earth-engine/datasets/catalog/NASA_NEX-DCP30,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_NEX-DCP30_sample.png
NASA/NEX-DCP30_ENSEMBLE_STATS,NASA / Climate Analytics Group,NEX-DCP30: Ensemble Stats for NASA Earth Exchange Downscaled Climate Projections,1950-01-01,2099-12-01,1950,2099,image_collection,"cag, climate, cmip5, geophysical, ipcc, nasa, nex, precipitation, temperature",https://developers.google.com/earth-engine/datasets/catalog/NASA_NEX-DCP30_ENSEMBLE_STATS,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_NEX-DCP30_ENSEMBLE_STATS_sample.png
NASA/NEX-GDDP,NASA /  Climate Analytics Group,NEX-GDDP: NASA Earth Exchange Global Daily Downscaled Climate Projections,1950-01-01,2100-12-31,1950,2100,image_collection,"cag, climate, cmip5, gddp, geophysical, ipcc, nasa, nex, precipitation, temperature",https://developers.google.com/earth-engine/datasets/catalog/NASA_NEX-GDDP,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_NEX-GDDP_sample.png
NASA/NLDAS/FORA0125_H002,NASA GES DISC at NASA Goddard Space Flight Center,NLDAS-2: North American Land Data Assimilation System Forcing Fields,1979-01-01,2025-12-15,1979,2025,image_collection,"climate, evaporation, forcing, geophysical, hourly, humidity, ldas, nasa, nldas, precipitation, pressure, radiation, soil, temperature, water-vapor, wind",https://developers.google.com/earth-engine/datasets/catalog/NASA_NLDAS_FORA0125_H002,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_NLDAS_FORA0125_H002_sample.png
NASA/OCEANDATA/MODIS-Aqua/L3SMI,NASA OB.DAAC at NASA Goddard Space Flight Center,Ocean Color SMI: Standard Mapped Image MODIS Aqua Data,2002-07-03,2022-02-28,2002,2022,image_collection,"biology, chlorophyll, modis, nasa, ocean, oceandata, oceans, reflectance, sst, temperature, weather",https://developers.google.com/earth-engine/datasets/catalog/NASA_OCEANDATA_MODIS-Aqua_L3SMI,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_OCEANDATA_MODIS-Aqua_L3SMI_sample.png
NASA/OCEANDATA/MODIS-Terra/L3SMI,NASA OB.DAAC at NASA Goddard Space Flight Center,Ocean Color SMI: Standard Mapped Image MODIS Terra Data,2000-02-24,2022-02-28,2000,2022,image_collection,"biology, chlorophyll, modis, nasa, ocean, oceandata, oceans, reflectance, sst, temperature, weather",https://developers.google.com/earth-engine/datasets/catalog/NASA_OCEANDATA_MODIS-Terra_L3SMI,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_OCEANDATA_MODIS-Terra_L3SMI_sample.png
NASA/OCEANDATA/SeaWiFS/L3SMI,NASA OB.DAAC at NASA Goddard Space Flight Center,Ocean Color SMI: Standard Mapped Image SeaWiFS Data,1997-09-04,2010-12-10,1997,2010,image_collection,"biology, chlorophyll, nasa, ocean, oceandata, oceans, reflectance, seawifs, temperature, weather",https://developers.google.com/earth-engine/datasets/catalog/NASA_OCEANDATA_SeaWiFS_L3SMI,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_OCEANDATA_SeaWiFS_L3SMI_sample.png
NASA/ORNL/DAYMET_V4,NASA ORNL DAAC at Oak Ridge National Laboratory,Daymet V4: Daily Surface Weather and Climatological Summaries,1980-01-01,2024-12-30,1980,2024,image_collection,"climate, daily, daylight, daymet, flux, geophysical, nasa, ornl, precipitation, radiation, snow, temperature, vapor, water, weather",https://developers.google.com/earth-engine/datasets/catalog/NASA_ORNL_DAYMET_V4,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_ORNL_DAYMET_V4_sample.png
NASA/ORNL/biomass_carbon_density/v1,NASA ORNL DAAC at Oak Ridge National Laboratory,Global Aboveground and Belowground Biomass Carbon Density Maps,2010-01-01,2010-12-31,2010,2010,image_collection,"aboveground, belowground, biomass, carbon, density, forest, forest-biomass, nasa, ornl, vegetation",https://developers.google.com/earth-engine/datasets/catalog/NASA_ORNL_biomass_carbon_density_v1,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_ORNL_biomass_carbon_density_v1_sample.png
NASA/ORNL/global_forest_classification_2020/V1,NASA ORNL DAAC at Oak Ridge National Laboratory,"Global 2020 Forest Classification for IPCC Aboveground Biomass Tier 1 Estimates, V1",2020-01-01,2020-12-31,2020,2020,image_collection,"aboveground, biomass, carbon, classification, forest, forest-biomass, ipcc, nasa, primary-forest, secondary-forest",https://developers.google.com/earth-engine/datasets/catalog/NASA_ORNL_global_forest_classification_2020_V1,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_ORNL_global_forest_classification_2020_V1_sample.png
NASA/SMAP/SPL3SMP_E/005,Google and NSIDC,SPL3SMP_E.005 SMAP L3 Radiometer Global Daily 9 km Soil Moisture,2015-03-31,2023-12-03,2015,2023,image_collection,"drought, nasa, smap, soil, soil-moisture, surface, weather",https://developers.google.com/earth-engine/datasets/catalog/NASA_SMAP_SPL3SMP_E_005,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_SMAP_SPL3SMP_E_005_sample.png
NASA/SMAP/SPL3SMP_E/006,Google and NSIDC,SPL3SMP_E.006 SMAP L3 Radiometer Global Daily 9 km Soil Moisture,2023-12-04,2025-12-16,2023,2025,image_collection,"drought, nasa, smap, soil, soil-moisture, surface, weather",https://developers.google.com/earth-engine/datasets/catalog/NASA_SMAP_SPL3SMP_E_006,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_SMAP_SPL3SMP_E_006_sample.png
NASA/SMAP/SPL4SMGP/008,Google and NSIDC,SPL4SMGP.008 SMAP L4 Global 3-hourly 9-km Surface and Root Zone Soil Moisture,2015-03-31,2025-12-15,2015,2025,image_collection,"drought, nasa, smap, soil, soil-moisture, surface, weather",https://developers.google.com/earth-engine/datasets/catalog/NASA_SMAP_SPL4SMGP_008,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_SMAP_SPL4SMGP_008_sample.png
NASA/TEMPO/HCHO_L3,NASA ASDC,TEMPO gridded HCHO vertical columns V03,2023-08-01,2025-09-16,2023,2025,image_collection,"air-quality, formaldehyde, nasa, pollution, satellite-imagery, tropomi",https://developers.google.com/earth-engine/datasets/catalog/NASA_TEMPO_HCHO_L3,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_TEMPO_HCHO_L3_sample.png
NASA/TEMPO/HCHO_L3_QA,QA Filtered: Google and NASA ASDC,TEMPO gridded HCHO (QA filtered) vertical columns V03,2023-08-01,2025-09-16,2023,2025,image_collection,"air-quality, formaldehyde, nasa, pollution, satellite-imagery, tropomi",https://developers.google.com/earth-engine/datasets/catalog/NASA_TEMPO_HCHO_L3_QA,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_TEMPO_HCHO_L3_QA_sample.png
NASA/TEMPO/NO2_L3,NASA ASDC,TEMPO gridded NO2 tropospheric and stratospheric columns V03,2023-08-01,2025-09-16,2023,2025,image_collection,"air-quality, nasa, nitrogen-dioxide, pollution, satellite-imagery, tropomi",https://developers.google.com/earth-engine/datasets/catalog/NASA_TEMPO_NO2_L3,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_TEMPO_NO2_L3_sample.png
NASA/TEMPO/NO2_L3_QA,QA Filtered: Google and NASA ASDC,TEMPO gridded NO2 (QA filtered) tropospheric and stratospheric columns V03,2023-08-01,2025-09-16,2023,2025,image_collection,"air-quality, nasa, nitrogen-dioxide, pollution, satellite-imagery, tropomi",https://developers.google.com/earth-engine/datasets/catalog/NASA_TEMPO_NO2_L3_QA,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_TEMPO_NO2_L3_QA_sample.png
NASA/VIIRS/002/VNP09GA,NASA Land SIPS,VNP09GA: VIIRS Surface Reflectance Daily 500m and 1km,2012-01-19,2025-12-17,2012,2025,image_collection,"daily, nasa, noaa, npp, reflectance, satellite-imagery, sr, viirs, vnp09ga",https://developers.google.com/earth-engine/datasets/catalog/NASA_VIIRS_002_VNP09GA,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_VIIRS_002_VNP09GA_sample.png
NASA/VIIRS/002/VNP09H1,NASA LP DAAC at the USGS EROS Center,VNP09H1: VIIRS Surface Reflectance 8-Day L3 Global 500m,2012-01-19,2025-12-03,2012,2025,image_collection,"daily, nasa, noaa, npp, reflectance, satellite-imagery, sr, viirs",https://developers.google.com/earth-engine/datasets/catalog/NASA_VIIRS_002_VNP09H1,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_VIIRS_002_VNP09H1_sample.png
NASA/VIIRS/002/VNP13A1,NASA LP DAAC at the USGS EROS Center,VNP13A1.002: VIIRS Vegetation Indices 16-Day 500m,2012-01-17,2025-11-25,2012,2025,image_collection,"16-day, evi, nasa, ndvi, noaa, npp, vegetation, vegetation-indices, viirs, vnp13a1",https://developers.google.com/earth-engine/datasets/catalog/NASA_VIIRS_002_VNP13A1,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_VIIRS_002_VNP13A1_sample.png
NASA/VIIRS/002/VNP14A1,NASA LP DAAC at the USGS EROS Center,VNP14A1.002: Thermal Anomalies/Fire Daily L3 Global 1km SIN Grid,2012-01-19,2025-12-16,2012,2025,image_collection,"fire, land, nasa, noaa, surface, viirs",https://developers.google.com/earth-engine/datasets/catalog/NASA_VIIRS_002_VNP14A1,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_VIIRS_002_VNP14A1_sample.png
NASA/VIIRS/002/VNP15A2H,NASA LP DAAC at the USGS EROS Center,VNP15A2H: LAI/FPAR 8-Day L4 Global 500m SIN Grid,2012-01-17,2025-12-03,2012,2025,image_collection,"land, nasa, noaa, surface, vegetation-indices, viirs",https://developers.google.com/earth-engine/datasets/catalog/NASA_VIIRS_002_VNP15A2H,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_VIIRS_002_VNP15A2H_sample.png
NASA/VIIRS/002/VNP21A1D,NASA LP DAAC at the USGS EROS Center,VNP21A1D.002: Day Land Surface Temperature and Emissivity Daily 1km,2012-01-19,2025-12-17,2012,2025,image_collection,"climate, daily, day, land, nasa, noaa, surface, temperature, viirs",https://developers.google.com/earth-engine/datasets/catalog/NASA_VIIRS_002_VNP21A1D,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_VIIRS_002_VNP21A1D_sample.png
NASA/VIIRS/002/VNP21A1N,NASA LP DAAC at the USGS EROS Center,VNP21A1N.002: Night Land Surface Temperature and Emissivity Daily 1km,2012-01-19,2025-12-17,2012,2025,image_collection,"climate, daily, land, nasa, night, noaa, surface, temperature, viirs",https://developers.google.com/earth-engine/datasets/catalog/NASA_VIIRS_002_VNP21A1N,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_VIIRS_002_VNP21A1N_sample.png
NASA/VIIRS/002/VNP43IA4,NASA LP DAAC at the USGS EROS Center,VNP43IA4: BRDF/Albedo Quality Daily L3 Global 500m SIN Grid,2012-01-17,2025-12-09,2012,2025,image_collection,"brdf, land, nasa, noaa, satellite-imagery, surface, viirs",https://developers.google.com/earth-engine/datasets/catalog/NASA_VIIRS_002_VNP43IA4,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_VIIRS_002_VNP43IA4_sample.png
NASA/VIIRS/002/VNP46A2,NASA LAADS DAAC,VNP46A2: VIIRS Lunar Gap-Filled BRDF Nighttime Lights Daily L3 Global 500m,2012-01-19,2025-12-16,2012,2025,image_collection,"brdf, daily, nasa, nighttime, noaa, population, viirs",https://developers.google.com/earth-engine/datasets/catalog/NASA_VIIRS_002_VNP46A2,https://developers.google.com/earth-engine/datasets/images/NASA/NASA_VIIRS_002_VNP46A2_sample.png
NCEP_RE/sea_level_pressure,NCEP,"NCEP/NCAR Reanalysis Data, Sea-Level Pressure",1948-01-01,2025-12-15,1948,2025,image_collection,"atmosphere, climate, geophysical, ncep, noaa, pressure, reanalysis",https://developers.google.com/earth-engine/datasets/catalog/NCEP_RE_sea_level_pressure,https://developers.google.com/earth-engine/datasets/images/NCEP_RE/NCEP_RE_sea_level_pressure_sample.png
NCEP_RE/surface_temp,NCEP,"NCEP/NCAR Reanalysis Data, Surface Temperature",1948-01-01,2025-12-15,1948,2025,image_collection,"atmosphere, climate, geophysical, ncep, noaa, reanalysis, temperature",https://developers.google.com/earth-engine/datasets/catalog/NCEP_RE_surface_temp,https://developers.google.com/earth-engine/datasets/images/NCEP_RE/NCEP_RE_surface_temp_sample.png
NCEP_RE/surface_wv,NCEP,"NCEP/NCAR Reanalysis Data, Water Vapor",1948-01-01,2025-12-15,1948,2025,image_collection,"atmosphere, climate, geophysical, ncep, noaa, precipitable, reanalysis, vapor",https://developers.google.com/earth-engine/datasets/catalog/NCEP_RE_surface_wv,https://developers.google.com/earth-engine/datasets/images/NCEP_RE/NCEP_RE_surface_wv_sample.png
NOAA/CDR/ATMOS_NEAR_SURFACE/V2,NOAA,"NOAA CDR: Ocean Near-Surface Atmospheric Properties, Version 2",1988-01-01,2021-08-31,1988,2021,image_collection,"air-temperature, atmospheric, cdr, hourly, humidity, noaa, ocean, oceans, osb, wind",https://developers.google.com/earth-engine/datasets/catalog/NOAA_CDR_ATMOS_NEAR_SURFACE_V2,https://developers.google.com/earth-engine/datasets/images/NOAA/NOAA_CDR_ATMOS_NEAR_SURFACE_V2_sample.png
NOAA/CDR/AVHRR/AOT/V4,NOAA,"NOAA CDR AVHRR AOT: Daily Aerosol Optical Thickness Over Global Oceans, v04",1981-01-01,2025-09-30,1981,2025,image_collection,"aerosol, aot, atmosphere, atmospheric, avhrr, cdr, daily, noaa, optical, pollution",https://developers.google.com/earth-engine/datasets/catalog/NOAA_CDR_AVHRR_AOT_V4,https://developers.google.com/earth-engine/datasets/images/NOAA/NOAA_CDR_AVHRR_AOT_V4_sample.png
